raw_log_filepath,custom_agent_won
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game1.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game2.log,False
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game3.log,False
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game4.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game5.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game6.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game7.log,False
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game8.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game9.log,False
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game10.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game11.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game12.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game13.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game14.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game15.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game16.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game17.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game18.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game19.log,True
logs/courtroom/noreflect/43/20250228_151703/courtroom_raw_game20.log,True
